[s],CH1[V]
-2.8849E-03,-2.217E-02
-2.8839E-03,-2.217E-02
-2.8829E-03,-2.217E-02
-2.8819E-03,-2.217E-02
-2.8809E-03,-2.217E-02
-2.8799E-03,-2.217E-02
-2.8788E-03,-2.217E-02
-2.8778E-03,-2.217E-02
-2.8768E-03,-2.217E-02
-2.8758E-03,-2.217E-02
-2.8748E-03,-2.217E-02
-2.8738E-03,-2.217E-02
-2.8728E-03,-2.217E-02
-2.8718E-03,-2.217E-02
-2.8708E-03,-2.217E-02
-2.8698E-03,-6.217E-02
-2.8688E-03,-2.217E-02
-2.8678E-03,-2.217E-02
-2.8668E-03,-6.217E-02
-2.8657E-03,-2.217E-02
-2.8647E-03,-2.217E-02
-2.8637E-03,-6.217E-02
-2.8627E-03,-2.217E-02
-2.8617E-03,-2.217E-02
-2.8607E-03,-6.217E-02
-2.8597E-03,-2.217E-02
-2.8587E-03,-6.217E-02
-2.8577E-03,-6.217E-02
-2.8567E-03,-2.217E-02
-2.8557E-03,-2.217E-02
-2.8547E-03,-2.217E-02
-2.8536E-03,-2.217E-02
-2.8526E-03,-6.217E-02
-2.8516E-03,-2.217E-02
-2.8506E-03,-2.217E-02
-2.8496E-03,-6.217E-02
-2.8486E-03,-2.217E-02
-2.8476E-03,-6.217E-02
-2.8466E-03,-2.217E-02
-2.8456E-03,-6.217E-02
-2.8446E-03,-6.217E-02
-2.8436E-03,-2.217E-02
-2.8426E-03,-6.217E-02
-2.8416E-03,-2.217E-02
-2.8405E-03,-2.217E-02
-2.8395E-03,-6.217E-02
-2.8385E-03,-2.217E-02
-2.8375E-03,-2.217E-02
-2.8365E-03,-2.217E-02
-2.8355E-03,-2.217E-02
-2.8345E-03,-6.217E-02
-2.8335E-03,-2.217E-02
-2.8325E-03,-2.217E-02
-2.8315E-03,-2.217E-02
-2.8305E-03,-2.217E-02
-2.8295E-03,-2.217E-02
-2.8284E-03,-2.217E-02
-2.8274E-03,-2.217E-02
-2.8264E-03,-2.217E-02
-2.8254E-03,-2.217E-02
-2.8244E-03,-2.217E-02
-2.8234E-03,-2.217E-02
-2.8224E-03,-2.217E-02
-2.8214E-03,-2.217E-02
-2.8204E-03,-2.217E-02
-2.8194E-03,-2.217E-02
-2.8184E-03,-6.217E-02
-2.8174E-03,-6.217E-02
-2.8164E-03,-6.217E-02
-2.8153E-03,-2.217E-02
-2.8143E-03,-6.217E-02
-2.8133E-03,-2.217E-02
-2.8123E-03,-2.217E-02
-2.8113E-03,-6.217E-02
-2.8103E-03,-6.217E-02
-2.8093E-03,-2.217E-02
-2.8083E-03,-6.217E-02
-2.8073E-03,-6.217E-02
-2.8063E-03,-2.217E-02
-2.8053E-03,-2.217E-02
-2.8043E-03,-6.217E-02
-2.8032E-03,-2.217E-02
-2.8022E-03,-6.217E-02
-2.8012E-03,-2.217E-02
-2.8002E-03,-2.217E-02
-2.7992E-03,-2.217E-02
-2.7982E-03,-2.217E-02
-2.7972E-03,-6.217E-02
-2.7962E-03,-2.217E-02
-2.7952E-03,-2.217E-02
-2.7942E-03,-6.217E-02
-2.7932E-03,-2.217E-02
-2.7922E-03,-6.217E-02
-2.7912E-03,-6.217E-02
-2.7901E-03,-2.217E-02
-2.7891E-03,-2.217E-02
-2.7881E-03,-2.217E-02
-2.7871E-03,-2.217E-02
-2.7861E-03,-2.217E-02
-2.7851E-03,-2.217E-02
-2.7841E-03,-2.217E-02
-2.7831E-03,-2.217E-02
-2.7821E-03,-2.217E-02
-2.7811E-03,-2.217E-02
-2.7801E-03,-2.217E-02
-2.7791E-03,-2.217E-02
-2.7780E-03,-6.217E-02
-2.7770E-03,-2.217E-02
-2.7760E-03,-2.217E-02
-2.7750E-03,-2.217E-02
-2.7740E-03,-2.217E-02
-2.7730E-03,-2.217E-02
-2.7720E-03,-2.217E-02
-2.7710E-03,-2.217E-02
-2.7700E-03,-2.217E-02
-2.7690E-03,-6.217E-02
-2.7680E-03,-6.217E-02
-2.7670E-03,-2.217E-02
-2.7660E-03,-2.217E-02
-2.7649E-03,-2.217E-02
-2.7639E-03,-2.217E-02
-2.7629E-03,-2.217E-02
-2.7619E-03,-2.217E-02
-2.7609E-03,-2.217E-02
-2.7599E-03,-6.217E-02
-2.7589E-03,-2.217E-02
-2.7579E-03,-2.217E-02
-2.7569E-03,-2.217E-02
-2.7559E-03,-2.217E-02
-2.7549E-03,-2.217E-02
-2.7539E-03,-2.217E-02
-2.7528E-03,-2.217E-02
-2.7518E-03,-6.217E-02
-2.7508E-03,-2.217E-02
-2.7498E-03,-2.217E-02
-2.7488E-03,-2.217E-02
-2.7478E-03,-2.217E-02
-2.7468E-03,-2.217E-02
-2.7458E-03,-6.217E-02
-2.7448E-03,-2.217E-02
-2.7438E-03,-2.217E-02
-2.7428E-03,-2.217E-02
-2.7418E-03,-2.217E-02
-2.7408E-03,-2.217E-02
-2.7397E-03,-2.217E-02
-2.7387E-03,-2.217E-02
-2.7377E-03,-2.217E-02
-2.7367E-03,-2.217E-02
-2.7357E-03,-2.217E-02
-2.7347E-03,-2.217E-02
-2.7337E-03,-2.217E-02
-2.7327E-03,-2.217E-02
-2.7317E-03,-2.217E-02
-2.7307E-03,-2.217E-02
-2.7297E-03,-2.217E-02
-2.7287E-03,-2.217E-02
-2.7276E-03,-2.217E-02
-2.7266E-03,-6.217E-02
-2.7256E-03,-2.217E-02
-2.7246E-03,-6.217E-02
-2.7236E-03,-2.217E-02
-2.7226E-03,-2.217E-02
-2.7216E-03,-2.217E-02
-2.7206E-03,-2.217E-02
-2.7196E-03,-6.217E-02
-2.7186E-03,-2.217E-02
-2.7176E-03,-2.217E-02
-2.7166E-03,-2.217E-02
-2.7156E-03,-2.217E-02
-2.7145E-03,-2.217E-02
-2.7135E-03,-2.217E-02
-2.7125E-03,-2.217E-02
-2.7115E-03,-6.217E-02
-2.7105E-03,-2.217E-02
-2.7095E-03,-2.217E-02
-2.7085E-03,-2.217E-02
-2.7075E-03,-2.217E-02
-2.7065E-03,-2.217E-02
-2.7055E-03,-2.217E-02
-2.7045E-03,-6.217E-02
-2.7035E-03,-2.217E-02
-2.7024E-03,-6.217E-02
-2.7014E-03,-2.217E-02
-2.7004E-03,-2.217E-02
-2.6994E-03,-2.217E-02
-2.6984E-03,-2.217E-02
-2.6974E-03,-2.217E-02
-2.6964E-03,-2.217E-02
-2.6954E-03,-2.217E-02
-2.6944E-03,-2.217E-02
-2.6934E-03,-2.217E-02
-2.6924E-03,-2.217E-02
-2.6914E-03,-2.217E-02
-2.6904E-03,-2.217E-02
-2.6893E-03,-6.217E-02
-2.6883E-03,-2.217E-02
-2.6873E-03,-2.217E-02
-2.6863E-03,-2.217E-02
-2.6853E-03,-6.217E-02
-2.6843E-03,-2.217E-02
-2.6833E-03,-6.217E-02
-2.6823E-03,-2.217E-02
-2.6813E-03,-2.217E-02
-2.6803E-03,-2.217E-02
-2.6793E-03,-6.217E-02
-2.6783E-03,-2.217E-02
-2.6772E-03,-6.217E-02
-2.6762E-03,-2.217E-02
-2.6752E-03,-2.217E-02
-2.6742E-03,-2.217E-02
-2.6732E-03,-2.217E-02
-2.6722E-03,-2.217E-02
-2.6712E-03,-2.217E-02
-2.6702E-03,-2.217E-02
-2.6692E-03,-2.217E-02
-2.6682E-03,-2.217E-02
-2.6672E-03,-2.217E-02
-2.6662E-03,-2.217E-02
-2.6652E-03,-2.217E-02
-2.6641E-03,-2.217E-02
-2.6631E-03,-2.217E-02
-2.6621E-03,-2.217E-02
-2.6611E-03,-2.217E-02
-2.6601E-03,-2.217E-02
-2.6591E-03,-2.217E-02
-2.6581E-03,-2.217E-02
-2.6571E-03,-6.217E-02
-2.6561E-03,-2.217E-02
-2.6551E-03,-6.217E-02
-2.6541E-03,-2.217E-02
-2.6531E-03,-6.217E-02
-2.6520E-03,-6.217E-02
-2.6510E-03,-6.217E-02
-2.6500E-03,-6.217E-02
-2.6490E-03,-6.217E-02
-2.6480E-03,-2.217E-02
-2.6470E-03,-2.217E-02
-2.6460E-03,-2.217E-02
-2.6450E-03,-2.217E-02
-2.6440E-03,-2.217E-02
-2.6430E-03,-2.217E-02
-2.6420E-03,-2.217E-02
-2.6410E-03,-2.217E-02
-2.6400E-03,-2.217E-02
-2.6389E-03,-2.217E-02
-2.6379E-03,-2.217E-02
-2.6369E-03,-6.217E-02
-2.6359E-03,-2.217E-02
-2.6349E-03,-2.217E-02
-2.6339E-03,-2.217E-02
-2.6329E-03,-2.217E-02
-2.6319E-03,-2.217E-02
-2.6309E-03,-2.217E-02
-2.6299E-03,-2.217E-02
-2.6289E-03,-2.217E-02
-2.6279E-03,-2.217E-02
-2.6268E-03,-2.217E-02
-2.6258E-03,-6.217E-02
-2.6248E-03,-2.217E-02
-2.6238E-03,-6.217E-02
-2.6228E-03,-2.217E-02
-2.6218E-03,-2.217E-02
-2.6208E-03,-2.217E-02
-2.6198E-03,-2.217E-02
-2.6188E-03,-2.217E-02
-2.6178E-03,-2.217E-02
-2.6168E-03,-2.217E-02
-2.6158E-03,-2.217E-02
-2.6148E-03,-2.217E-02
-2.6137E-03,-2.217E-02
-2.6127E-03,-2.217E-02
-2.6117E-03,-2.217E-02
-2.6107E-03,-2.217E-02
-2.6097E-03,-2.217E-02
-2.6087E-03,-2.217E-02
-2.6077E-03,-6.217E-02
-2.6067E-03,-2.217E-02
-2.6057E-03,-2.217E-02
-2.6047E-03,-6.217E-02
-2.6037E-03,-2.217E-02
-2.6027E-03,-2.217E-02
-2.6016E-03,-2.217E-02
-2.6006E-03,-2.217E-02
-2.5996E-03,-2.217E-02
-2.5986E-03,-6.217E-02
-2.5976E-03,-6.217E-02
-2.5966E-03,-2.217E-02
-2.5956E-03,-2.217E-02
-2.5946E-03,-2.217E-02
-2.5936E-03,-6.217E-02
-2.5926E-03,-2.217E-02
-2.5916E-03,-2.217E-02
-2.5906E-03,-2.217E-02
-2.5896E-03,-6.217E-02
-2.5885E-03,-2.217E-02
-2.5875E-03,-2.217E-02
-2.5865E-03,-2.217E-02
-2.5855E-03,-2.217E-02
-2.5845E-03,-2.217E-02
-2.5835E-03,-6.217E-02
-2.5825E-03,-2.217E-02
-2.5815E-03,-2.217E-02
-2.5805E-03,-2.217E-02
-2.5795E-03,-2.217E-02
-2.5785E-03,-2.217E-02
-2.5775E-03,-2.217E-02
-2.5764E-03,-2.217E-02
-2.5754E-03,-2.217E-02
-2.5744E-03,-2.217E-02
-2.5734E-03,-6.217E-02
-2.5724E-03,-6.217E-02
-2.5714E-03,-2.217E-02
-2.5704E-03,-6.217E-02
-2.5694E-03,-2.217E-02
-2.5684E-03,-2.217E-02
-2.5674E-03,-2.217E-02
-2.5664E-03,-2.217E-02
-2.5654E-03,-2.217E-02
-2.5644E-03,-2.217E-02
-2.5633E-03,-2.217E-02
-2.5623E-03,-2.217E-02
-2.5613E-03,-2.217E-02
-2.5603E-03,-2.217E-02
-2.5593E-03,-2.217E-02
-2.5583E-03,-2.217E-02
-2.5573E-03,-2.217E-02
-2.5563E-03,-2.217E-02
-2.5553E-03,-2.217E-02
-2.5543E-03,-2.217E-02
-2.5533E-03,-6.217E-02
-2.5523E-03,-2.217E-02
-2.5512E-03,-2.217E-02
-2.5502E-03,-2.217E-02
-2.5492E-03,-6.217E-02
-2.5482E-03,-2.217E-02
-2.5472E-03,-2.217E-02
-2.5462E-03,-2.217E-02
-2.5452E-03,-2.217E-02
-2.5442E-03,-6.217E-02
-2.5432E-03,-6.217E-02
-2.5422E-03,-2.217E-02
-2.5412E-03,-2.217E-02
-2.5402E-03,-2.217E-02
-2.5392E-03,-2.217E-02
-2.5381E-03,-2.217E-02
-2.5371E-03,-2.217E-02
-2.5361E-03,-2.217E-02
-2.5351E-03,-2.217E-02
-2.5341E-03,-2.217E-02
-2.5331E-03,-2.217E-02
-2.5321E-03,-2.217E-02
-2.5311E-03,-2.217E-02
-2.5301E-03,-2.217E-02
-2.5291E-03,-2.217E-02
-2.5281E-03,-2.217E-02
-2.5271E-03,-2.217E-02
-2.5260E-03,-2.217E-02
-2.5250E-03,-6.217E-02
-2.5240E-03,-2.217E-02
-2.5230E-03,-2.217E-02
-2.5220E-03,-6.217E-02
-2.5210E-03,-6.217E-02
-2.5200E-03,-2.217E-02
-2.5190E-03,-2.217E-02
-2.5180E-03,-2.217E-02
-2.5170E-03,-2.217E-02
-2.5160E-03,-2.217E-02
-2.5150E-03,-2.217E-02
-2.5140E-03,-2.217E-02
-2.5129E-03,-2.217E-02
-2.5119E-03,-2.217E-02
-2.5109E-03,-6.217E-02
-2.5099E-03,-2.217E-02
-2.5089E-03,-2.217E-02
-2.5079E-03,-2.217E-02
-2.5069E-03,-2.217E-02
-2.5059E-03,-2.217E-02
-2.5049E-03,-2.217E-02
-2.5039E-03,-6.217E-02
-2.5029E-03,-2.217E-02
-2.5019E-03,-2.217E-02
-2.5008E-03,-6.217E-02
-2.4998E-03,-6.217E-02
-2.4988E-03,-2.217E-02
-2.4978E-03,-2.217E-02
-2.4968E-03,-2.217E-02
-2.4958E-03,-6.217E-02
-2.4948E-03,-2.217E-02
-2.4938E-03,-2.217E-02
-2.4928E-03,-6.217E-02
-2.4918E-03,-2.217E-02
-2.4908E-03,-2.217E-02
-2.4898E-03,-2.217E-02
-2.4888E-03,-2.217E-02
-2.4877E-03,-6.217E-02
-2.4867E-03,-2.217E-02
-2.4857E-03,-2.217E-02
-2.4847E-03,-2.217E-02
-2.4837E-03,-6.217E-02
-2.4827E-03,-2.217E-02
-2.4817E-03,-2.217E-02
-2.4807E-03,-2.217E-02
-2.4797E-03,-2.217E-02
-2.4787E-03,-2.217E-02
-2.4777E-03,-2.217E-02
-2.4767E-03,-2.217E-02
-2.4756E-03,-2.217E-02
-2.4746E-03,-2.217E-02
-2.4736E-03,-2.217E-02
-2.4726E-03,-2.217E-02
-2.4716E-03,-2.217E-02
-2.4706E-03,-2.217E-02
-2.4696E-03,-2.217E-02
-2.4686E-03,-2.217E-02
-2.4676E-03,-2.217E-02
-2.4666E-03,-2.217E-02
-2.4656E-03,-2.217E-02
-2.4646E-03,-2.217E-02
-2.4636E-03,-2.217E-02
-2.4625E-03,-2.217E-02
-2.4615E-03,-2.217E-02
-2.4605E-03,-2.217E-02
-2.4595E-03,-2.217E-02
-2.4585E-03,-2.217E-02
-2.4575E-03,-2.217E-02
-2.4565E-03,-2.217E-02
-2.4555E-03,-6.217E-02
-2.4545E-03,-2.217E-02
-2.4535E-03,-6.217E-02
-2.4525E-03,-2.217E-02
-2.4515E-03,-2.217E-02
-2.4504E-03,-2.217E-02
-2.4494E-03,-2.217E-02
-2.4484E-03,-2.217E-02
-2.4474E-03,-2.217E-02
-2.4464E-03,-6.217E-02
-2.4454E-03,-2.217E-02
-2.4444E-03,-6.217E-02
-2.4434E-03,-2.217E-02
-2.4424E-03,-2.217E-02
-2.4414E-03,-2.217E-02
-2.4404E-03,-2.217E-02
-2.4394E-03,-2.217E-02
-2.4384E-03,-2.217E-02
-2.4373E-03,-2.217E-02
-2.4363E-03,-2.217E-02
-2.4353E-03,-2.217E-02
-2.4343E-03,-2.217E-02
-2.4333E-03,-2.217E-02
-2.4323E-03,-2.217E-02
-2.4313E-03,-2.217E-02
-2.4303E-03,-2.217E-02
-2.4293E-03,-2.217E-02
-2.4283E-03,-2.217E-02
-2.4273E-03,-2.217E-02
-2.4263E-03,-2.217E-02
-2.4252E-03,-2.217E-02
-2.4242E-03,-2.217E-02
-2.4232E-03,-6.217E-02
-2.4222E-03,-2.217E-02
-2.4212E-03,-2.217E-02
-2.4202E-03,-2.217E-02
-2.4192E-03,-6.217E-02
-2.4182E-03,-2.217E-02
-2.4172E-03,-2.217E-02
-2.4162E-03,-2.217E-02
-2.4152E-03,-2.217E-02
-2.4142E-03,-2.217E-02
-2.4132E-03,-2.217E-02
-2.4121E-03,-2.217E-02
-2.4111E-03,-2.217E-02
-2.4101E-03,-2.217E-02
-2.4091E-03,-6.217E-02
-2.4081E-03,-6.217E-02
-2.4071E-03,-2.217E-02
-2.4061E-03,-2.217E-02
-2.4051E-03,-2.217E-02
-2.4041E-03,-2.217E-02
-2.4031E-03,-2.217E-02
-2.4021E-03,-2.217E-02
-2.4011E-03,-2.217E-02
-2.4000E-03,-2.217E-02
-2.3990E-03,-2.217E-02
-2.3980E-03,-2.217E-02
-2.3970E-03,-2.217E-02
-2.3960E-03,-2.217E-02
-2.3950E-03,-6.217E-02
-2.3940E-03,-2.217E-02
-2.3930E-03,-2.217E-02
-2.3920E-03,-2.217E-02
-2.3910E-03,-2.217E-02
-2.3900E-03,-2.217E-02
-2.3890E-03,-2.217E-02
-2.3880E-03,-2.217E-02
-2.3869E-03,-2.217E-02
-2.3859E-03,-2.217E-02
-2.3849E-03,-2.217E-02
-2.3839E-03,-2.217E-02
-2.3829E-03,-2.217E-02
-2.3819E-03,-6.217E-02
-2.3809E-03,-2.217E-02
-2.3799E-03,-2.217E-02
-2.3789E-03,-2.217E-02
-2.3779E-03,-2.217E-02
-2.3769E-03,-2.217E-02
-2.3759E-03,-6.217E-02
-2.3748E-03,-2.217E-02
-2.3738E-03,-2.217E-02
-2.3728E-03,-2.217E-02
-2.3718E-03,-2.217E-02
-2.3708E-03,-6.217E-02
-2.3698E-03,-2.217E-02
-2.3688E-03,-6.217E-02
-2.3678E-03,-2.217E-02
-2.3668E-03,-6.217E-02
-2.3658E-03,-2.217E-02
-2.3648E-03,-2.217E-02
-2.3638E-03,-2.217E-02
-2.3628E-03,-2.217E-02
-2.3617E-03,-2.217E-02
-2.3607E-03,-2.217E-02
-2.3597E-03,-2.217E-02
-2.3587E-03,-2.217E-02
-2.3577E-03,-6.217E-02
-2.3567E-03,-2.217E-02
-2.3557E-03,-2.217E-02
-2.3547E-03,-2.217E-02
-2.3537E-03,-2.217E-02
-2.3527E-03,-2.217E-02
-2.3517E-03,-2.217E-02
-2.3507E-03,-2.217E-02
-2.3496E-03,-2.217E-02
-2.3486E-03,-2.217E-02
-2.3476E-03,-6.217E-02
-2.3466E-03,-2.217E-02
-2.3456E-03,-2.217E-02
-2.3446E-03,-2.217E-02
-2.3436E-03,-2.217E-02
-2.3426E-03,-2.217E-02
-2.3416E-03,-2.217E-02
-2.3406E-03,-2.217E-02
-2.3396E-03,-6.217E-02
-2.3386E-03,-2.217E-02
-2.3376E-03,-2.217E-02
-2.3365E-03,-2.217E-02
-2.3355E-03,-2.217E-02
-2.3345E-03,-2.217E-02
-2.3335E-03,-2.217E-02
-2.3325E-03,-2.217E-02
-2.3315E-03,-6.217E-02
-2.3305E-03,-2.217E-02
-2.3295E-03,-2.217E-02
-2.3285E-03,-6.217E-02
-2.3275E-03,-2.217E-02
-2.3265E-03,-2.217E-02
-2.3255E-03,-2.217E-02
-2.3244E-03,-2.217E-02
-2.3234E-03,-2.217E-02
-2.3224E-03,-2.217E-02
-2.3214E-03,-2.217E-02
-2.3204E-03,-2.217E-02
-2.3194E-03,-6.217E-02
-2.3184E-03,-2.217E-02
-2.3174E-03,-2.217E-02
-2.3164E-03,-2.217E-02
-2.3154E-03,-6.217E-02
-2.3144E-03,-2.217E-02
-2.3134E-03,-2.217E-02
-2.3124E-03,-2.217E-02
-2.3113E-03,-2.217E-02
-2.3103E-03,-2.217E-02
-2.3093E-03,-2.217E-02
-2.3083E-03,-2.217E-02
-2.3073E-03,-2.217E-02
-2.3063E-03,-6.217E-02
-2.3053E-03,-2.217E-02
-2.3043E-03,-2.217E-02
-2.3033E-03,-2.217E-02
-2.3023E-03,-2.217E-02
-2.3013E-03,-2.217E-02
-2.3003E-03,-2.217E-02
-2.2992E-03,-2.217E-02
-2.2982E-03,-2.217E-02
-2.2972E-03,-2.217E-02
-2.2962E-03,-2.217E-02
-2.2952E-03,-2.217E-02
-2.2942E-03,-2.217E-02
-2.2932E-03,-2.217E-02
-2.2922E-03,-6.217E-02
-2.2912E-03,-2.217E-02
-2.2902E-03,-2.217E-02
-2.2892E-03,-2.217E-02
-2.2882E-03,-2.217E-02
-2.2872E-03,-2.217E-02
-2.2861E-03,-2.217E-02
-2.2851E-03,-2.217E-02
-2.2841E-03,-2.217E-02
-2.2831E-03,-2.217E-02
-2.2821E-03,-2.217E-02
-2.2811E-03,-6.217E-02
-2.2801E-03,-2.217E-02
-2.2791E-03,-2.217E-02
-2.2781E-03,-6.217E-02
-2.2771E-03,-6.217E-02
-2.2761E-03,-2.217E-02
-2.2751E-03,-2.217E-02
-2.2740E-03,-2.217E-02
-2.2730E-03,-2.217E-02
-2.2720E-03,-2.217E-02
-2.2710E-03,-2.217E-02
-2.2700E-03,-2.217E-02
-2.2690E-03,-2.217E-02
-2.2680E-03,-6.217E-02
-2.2670E-03,-2.217E-02
-2.2660E-03,-2.217E-02
-2.2650E-03,-2.217E-02
-2.2640E-03,-6.217E-02
-2.2630E-03,-2.217E-02
-2.2620E-03,-2.217E-02
-2.2609E-03,-2.217E-02
-2.2599E-03,-2.217E-02
-2.2589E-03,-2.217E-02
-2.2579E-03,-2.217E-02
-2.2569E-03,-2.217E-02
-2.2559E-03,-2.217E-02
-2.2549E-03,-6.217E-02
-2.2539E-03,-2.217E-02
-2.2529E-03,-2.217E-02
-2.2519E-03,-2.217E-02
-2.2509E-03,-2.217E-02
-2.2499E-03,-2.217E-02
-2.2488E-03,-6.217E-02
-2.2478E-03,-2.217E-02
-2.2468E-03,-2.217E-02
-2.2458E-03,-2.217E-02
-2.2448E-03,-6.217E-02
-2.2438E-03,-2.217E-02
-2.2428E-03,-2.217E-02
-2.2418E-03,-2.217E-02
-2.2408E-03,-2.217E-02
-2.2398E-03,-2.217E-02
-2.2388E-03,-2.217E-02
-2.2378E-03,-6.217E-02
-2.2368E-03,-2.217E-02
-2.2357E-03,-6.217E-02
-2.2347E-03,-2.217E-02
-2.2337E-03,-2.217E-02
-2.2327E-03,-2.217E-02
-2.2317E-03,-2.217E-02
-2.2307E-03,-2.217E-02
-2.2297E-03,-2.217E-02
-2.2287E-03,-2.217E-02
-2.2277E-03,-2.217E-02
-2.2267E-03,-2.217E-02
-2.2257E-03,-2.217E-02
-2.2247E-03,-2.217E-02
-2.2236E-03,-6.217E-02
-2.2226E-03,-2.217E-02
-2.2216E-03,-6.217E-02
-2.2206E-03,-6.217E-02
-2.2196E-03,-2.217E-02
-2.2186E-03,-6.217E-02
-2.2176E-03,-6.217E-02
-2.2166E-03,-2.217E-02
-2.2156E-03,-2.217E-02
-2.2146E-03,-6.217E-02
-2.2136E-03,-2.217E-02
-2.2126E-03,-2.217E-02
-2.2116E-03,-2.217E-02
-2.2105E-03,-2.217E-02
-2.2095E-03,-6.217E-02
-2.2085E-03,-2.217E-02
-2.2075E-03,-2.217E-02
-2.2065E-03,-2.217E-02
-2.2055E-03,-6.217E-02
-2.2045E-03,-2.217E-02
-2.2035E-03,-2.217E-02
-2.2025E-03,-2.217E-02
-2.2015E-03,-2.217E-02
-2.2005E-03,-2.217E-02
-2.1995E-03,-2.217E-02
-2.1984E-03,-2.217E-02
-2.1974E-03,-2.217E-02
-2.1964E-03,-2.217E-02
-2.1954E-03,-2.217E-02
-2.1944E-03,-2.217E-02
-2.1934E-03,-2.217E-02
-2.1924E-03,-6.217E-02
-2.1914E-03,-2.217E-02
-2.1904E-03,-2.217E-02
-2.1894E-03,-6.217E-02
-2.1884E-03,-2.217E-02
-2.1874E-03,-2.217E-02
-2.1864E-03,-2.217E-02
-2.1853E-03,-6.217E-02
-2.1843E-03,-2.217E-02
-2.1833E-03,-2.217E-02
-2.1823E-03,-2.217E-02
-2.1813E-03,-2.217E-02
-2.1803E-03,-2.217E-02
-2.1793E-03,-2.217E-02
-2.1783E-03,-2.217E-02
-2.1773E-03,-6.217E-02
-2.1763E-03,-6.217E-02
-2.1753E-03,-2.217E-02
-2.1743E-03,-2.217E-02
-2.1732E-03,-2.217E-02
-2.1722E-03,-2.217E-02
